#ANYPPTO,CODFUNCION,CODECOPART,NOMPARTIDA,Inicial,Actual,O,Modif
2013,336,22100,MATERIALES EXCAV. ARQUEOLOGICAS,6000.0,6000.0,4548.38,
2013,336,22500,TASAS Y SUPERVISION ARQUEOLOGICA,,,64.0,
2013,336,63290,REHABILITACION CASA DE LAS MENAS (I.R.),,20475.0,,20475.0
2013,337,12000,RETRIB. BASICAS JUVENTUD,35224.64,35224.64,26917.31,
2013,337,12100,COMPLEMENTO DESTINO JUVENTUD,20503.42,20503.42,10566.88,
2013,337,12101,COMPLEMENTO ESPECIFICO JUVENTUD,22871.73,22871.73,12217.46,
2013,337,13100,PERSONAL LABORAL TEMPORAL JUVENTUD,,,2634.98,
2013,337,22600,GTOS. CORRIENTES JUVENTUD,1500.0,1500.0,395.86,
2013,337,22602,PUBLICIDAD EN MEDIOS C.JUVENTUD,1800.0,1800.0,1973.75,
2013,337,22609,ACTIVIDADES INFANTILES Y JUVENILES,28500.0,23330.0,22789.54,-5170.0
2013,337,22610,LUDOTECA LA COMETA ALEGRE,9000.0,7826.8,6231.72,-1173.2
2013,337,22611,CURSOS CONCEJALIA JUVENTUD,6000.0,6000.0,9065.93,
2013,337,24000,EDICIONES Y PUBLICACIONES JUVENTUD,1000.0,1000.0,1000.0,
2013,337,48000,CONCURSO C.JUVENTUD,1050.0,1050.0,750.0,
2013,337,48002,AYUDAS TRANSPORTE UNIVERSITARIO C.JUVENTUD,6200.0,8570.0,8870.0,2370.0
2013,338,22000,MATERIAL DE OFICINA FESTEJOS,,,16.94,
2013,338,22599,S.G.A.E. (R.E.),92.16,92.16,92.16,
2013,338,22600,GASTOS DIVERSOS FESTEJOS,,2800.0,7017.13,2800.0
2013,338,22601,ATENCIONES PROTOCOLARIAS FESTEJOS,,,726.22,
2013,338,22602,PUBLICIDAD EN MEDIOS C.FESTEJOS,6000.0,6000.0,4584.87,
2013,338,22610,CABALGATA REYES Y NAVIDAD,21000.0,21000.0,16193.09,
2013,338,22611,FESTIVIDAD CANDELARIA,3500.0,3500.0,2989.53,
2013,338,22612,FESTIVIDAD CARNAVAL,14000.0,14000.0,13475.18,
2013,338,22613,MUSICA EN LOS JARDINES,5000.0,5000.0,4206.5,
2013,338,22614,FIESTAS MAYOS,60000.0,60000.0,59798.82,
2013,338,22615,FERIA PATRONAL,94000.0,93850.0,94400.57,-150.0
2013,338,22616,FIESTA DE LA MATANZA,8000.0,8000.0,8812.76,
2013,338,22699,GTOS. DIVERSOS FESTEJOS (R.E.),486.28,486.28,486.28,
2013,338,24000,EDICIONES Y OTR. PUBLICACIONES FESTEJOS,10000.0,10000.0,11739.8,
2013,338,48000,PREMIOS CONCURSOS MAYOS Y FERIA,20000.0,20150.0,20140.0,150.0
2013,338,48002,SUBVENCION MOTOS CUSTOM MAYOS,5000.0,5000.0,5000.0,
2013,338,48003,SUBVENCION FIESTAS BARRIOS,3700.0,3700.0,3700.0,
2013,340,12000,RETRIB. BASICAS DEPORTES,45939.43,4952.48,51442.29,-40986.95
2013,340,12100,COMPLEMENTO DESTINO DEPORTES,24151.19,13151.19,19147.09,-11000.0
2013,340,12101,COMPLEMENTO ESPECIFICO DEPORTES,29932.42,29932.42,25768.87,
2013,340,22102,CALEFACCION INSTALACIONES DEPORTIVAS,16500.0,27500.0,52665.73,11000.0
2013,340,22104,VESTUARIO DEPORTES,3500.0,3500.0,1750.14,
2013,340,22199,COMBUSTIBLE CALEFAC. INSTAL. DEPORTIVAS (R.E.).,231.72,231.72,231.72,
2013,340,22300,AUTOBUSES ACTIVIDADES DEPORTIVAS,3500.0,3500.0,1661.51,
2013,340,22400,SEGUROS ACTIVIDADES DEPORTIVAS,5100.0,5100.0,1431.89,
2013,340,22600,GTOS. DIVERSOS DEPORTES,3700.0,3700.0,3323.74,
2013,340,22602,PUBLICIDAD Y PROPAGANDA DEPORTES,700.0,700.0,997.48,
2013,340,22609,ACTIVIDADES DEPORTIVAS,51074.1,64074.1,55115.11,13000.0
2013,340,22706,SERVICIO MEDICO DEPORTIVO,8400.0,8400.0,8400.0,
2013,340,46700,INTERESES PREST. CONSORCIO PISCINA CUBIERTA,436.57,436.57,234.25,
2013,340,48001,"PREMIOS, DIPLOMAS Y TROFEOS C.DEPORTES",2000.0,2000.0,,
2013,340,48002,TRANSFERENCIAS PROGRAMA DEPORTES,67500.0,67500.0,67500.0,
2013,340,48003,CONVENIO FUTBOL,3000.0,3000.0,3000.0,
2013,340,48004,CONVENIO MOTOCLUB ALHAMA,3000.0,3000.0,3000.0,
2013,340,48005,CONVENIO DEPORTE ESCOLAR,13000.0,,,-13000.0
2013,340,61090,REHABILITAC. PISTAS POLIDEPORT. EN PEDANIAS (I.R.),,34439.0,,34439.0
2013,340,76700,AMORTIZ. PREST. CONSORCIO PISCINA CUBIERTA,56887.03,56887.03,56887.03,
2013,342,21300,MTO. INSTALACIONES DEPORTIVAS,32800.0,32800.0,60666.92,
2013,342,22100,MATERIAL INSTALACIONES DEPORTIVAS,18300.0,15500.0,3951.0,-2800.0
2013,342,22700,GESTION PISCINAS,284843.74,298598.1,264807.36,13754.36
2013,342,22701,GESTION CONSERJERIAS INST. DEPORTIVAS,142065.0,173067.25,171534.96,31002.25
2013,342,62290,SOTANO POLIDEPORTIVO EL PRAICO (I.R.),,8459.0,,8459.0
2013,342,62300,MAQUINARIA E INSTALAC. TECNICAS DEPORTES,,8464.5,8447.5,8464.5
2013,410,22600,GTO. CORRIENTE AGRICULTURA,1000.0,1000.0,2117.5,
2013,410,22601,FERIAS Y EXPOSICIONES C.AGRICULTURA,5000.0,5000.0,4148.41,
2013,410,24000,CAMPAÑAS INFORMATIVAS AGRICULTURA,4000.0,4000.0,,
2013,414,22001,"PRENSA, LIBROS, REVISTAS.. PEDANIAS",,,476.0,
2013,414,22300,VIAJES C.PEDANIAS,1500.0,1500.0,1075.8,
2013,414,22601,MTO. INTERNET RURAL,3500.0,3500.0,2880.0,
2013,414,22602,PUBLICIDAD Y PROPAGANDA PEDANIAS,,,980.1,
2013,414,22603,MTO. CONSULTORIO PEDANIAS,2500.0,2500.0,107.45,
2013,414,22608,GASTO CORRIENTE PEDANIAS,5000.0,5000.0,9737.36,
2013,414,22609,TALLERES C.PEDANIAS,15000.0,15000.0,13090.8,
2013,414,22610,ENCUENTRO DE CUADRILLAS,600.0,600.0,,
2013,414,22611,CONCIERTOS VERANO EN PEDANIAS,2500.0,2500.0,4749.9,
2013,414,22612,AUTO DE REYES Y NAVIDAD EN EL BERRO,2000.0,2000.0,1995.0,
2013,414,22704,CONSERJES  PEDANIAS,1800.0,1800.0,1800.0,
2013,414,24000,EDICIONES Y FOLLETOS C.PEDANIAS,2600.0,2600.0,,
2013,414,48000,SUBVENCIONES A PEDANIAS,,,,
2013,414,48002,SUBVENCION FIESTAS PEDANIAS,15000.0,15000.0,15000.0,
2013,414,48003,SUBVENCION NAVIDAD 2012,3000.0,3000.0,3000.0,
2013,422,21200,CUOTA MTO. PARQUE INDUSTRIAL,4400.0,8081.93,5193.0,3681.93
2013,422,21299,CUOTA MTO. PARQUE INDUSTRIAL (R.E.),1430.96,1430.96,1430.96,
2013,422,22600,GTOS. CORRIENTES INDUSTRIA,3000.0,-6274.4,,-9274.4
2013,422,22602,PUBLICIDAD Y PROPAGANDA INDUSTRIA,,,1600.23,
2013,422,22707,CURSOS DE FORMACION INDUSTRIA,5000.0,5000.0,,
2013,422,48000,CONVENIO MTO. PARQUE INDUSTRIAL,34000.0,34000.0,34000.0,
2013,422,48001,TAXIMETRO BERNABE CASTELLANO GARCIA,,250.0,250.0,250.0
2013,422,48002,CONVENIO PARA  ACONDIC. VIVERO EMPRESAS,14339.99,14339.99,14339.99,
2013,422,48003,TAXIMETRO RICARDO TOREL PEDRERO,,250.0,250.0,250.0
2013,422,48004,TAXIMETRO RAFAEL RODRIGUEZ MUÑOZ,,250.0,250.0,250.0
2013,422,48005,TAXIMETRO SALVADOR RODRIGUEZ MUÑOZ,,250.0,250.0,250.0
2013,422,48006,TAXIMETRO ADOLFO GARCIA GARCIA,,250.0,250.0,250.0
2013,422,48007,TAXIMETRO ALFONSO ANTONIO CAJA LOPEZ,,250.0,250.0,250.0
2013,422,48008,TAXIMETRO DOMINGO CORTES MORENO,,250.0,250.0,250.0
2013,422,48009,TAXIMETRO DAVID ROGER INGMAN,,250.0,250.0,250.0
2013,422,61990,OBRAS DE ACCESO PROVIS. A POLIG. INDUSTRIAL (I.R.),,12357.4,7274.4,12357.4
2013,431,22602,CAMPAÑAS INFORMATIVOS C.COMERCIO,1800.0,1800.0,3569.5,
2013,431,22610,ACTIVIDADES COMERCIO,5900.0,5300.0,456.53,-600.0
2013,431,22611,FERIA OULET,6000.0,6000.0,5100.15,
2013,431,48000,CONVENIO FEDERACION COMERCIANTES,8100.0,8100.0,8100.0,
2013,431,48001,PREMIOS CONCURSO COMERCIANTES,900.0,1500.0,1500.0,600.0
2013,432,12000,RETRIB. BASICAS TURISMO,13842.4,13842.4,17368.11,
2013,432,12100,COMPLEMENTO DESTINO TURISMO,6435.8,6435.8,6132.76,
2013,432,12101,COMPLEMENTO ESPECIFICO TURISMO,6861.68,6861.68,6714.32,
2013,432,13100,RETRIB. PERS. LAB. TEMP. TURISMO,8979.6,8979.6,15264.28,
2013,432,20900,"""Q"" CALIDAD TURISTICA (MARCA Y SUSCRIPCION)",1650.0,1650.0,1099.89,
2013,432,21300,MTO. PAGINA WEB TURISTICA,3850.0,3850.0,1454.16,
2013,432,22601,ADQUISICION MERCHANDISING,3000.0,3000.0,4506.65,
2013,432,22602,PUBLICIDAD EN MEDIOS C.TURISMO,6200.0,4200.0,5056.85,-2000.0
2013,432,22603,FERIAS Y MERCADILLOS ARTESANALES,3000.0,3000.0,2003.14,
2013,432,22609,GASTOS CTES. TURISMO,8000.0,3000.0,4032.87,-5000.0
2013,432,22611,SONORIZACION Y OTROS SEMANA SANTA,3000.0,2400.0,968.0,-600.0
2013,432,22700,CONTRATOS TURISMO,1300.0,300.0,,-1000.0
2013,432,22701,GUIAS TURISTICOS,9000.0,9000.0,7560.0,
2013,432,24000,EDICIONES Y FOLLETOS C.TURISMO,6000.0,6000.0,8652.42,
2013,432,46300,APORT. MANC. TURISTICA SIERRA ESPUÑA,10000.0,30406.72,28238.97,20406.72
2013,432,48001,BECAS PERSONAL TURISMO,8000.0,6425.97,5796.32,-1574.03
2013,450,21300,MTO. MAQUINARIA Y UTILLAJE BRIGADA,5000.0,5000.0,202.68,
2013,450,21400,MTO. VEHICULOS BRIGADA,6000.0,6000.0,17918.33,
2013,450,22103,COMBUSTIBLE VEHICULOS BRIGADA,23000.0,23000.0,11865.98,
2013,450,22104,VESTUARIO PERSONAL BRIGADA,8000.0,8000.0,6648.83,
2013,450,22105,MATERIALES Y SUMINISTROS BRIGADAS,5000.0,5000.0,7964.07,
2013,450,60990,MEJORA RED VIARIA (I.R.),,8015.0,,8015.0
2013,454,22501,OCUPAC. TERRENOS FORESTALES Y RED DE CARRETERAS,6000.0,6000.0,834.12,
2013,454,22700,MEJORA RED VIARIA PLAN 2012 -BACHEOS-,60000.0,67696.7,78258.81,7696.7
2013,454,22701,CONSERVACION Y MANT. N-340,20000.0,20000.0,19032.53,
2013,454,22703,CONSERVACION CTRA. RM-515 Y RM-608,2000.0,2000.0,,
2013,454,22704,DESBROCE Y TRATAM. FITOSANITARIO CMNOS. PUBL.,9870.0,9870.0,9757.74,
2013,454,61090,ACONDICIONAM. DE CAMINOS RURALES (I.R.),,1109.0,,1109.0
2013,454,61990,MEJORA RED VIAL PLAN 2010 (I.R.),,1585.0,,1585.0
2013,459,60990,EMBALSE DE PLUVIALES EN EL RAL (I.R.),,4654.0,,4654.0
2013,491,12000,RETRIB.BASICAS PERSONAL INFORMATIC,46465.44,46465.44,34516.96,
2013,491,12100,RETRIB.COMPLEMENT.PERSONAL INFORMATICA,28250.39,28250.39,15862.56,
2013,491,12101,COMPLEMENTO ESPECIFICO NUEVAS TECNOLOG.,34391.63,34391.63,20381.28,
2013,491,13100,PERS. LAB. TEMP. APOYO INFORMATICA,19078.92,19078.92,29034.46,
2013,491,21600,MTO. Y REPARACION EQUIPOS INFORMATICOS,26000.0,26000.0,23431.94,
2013,491,22002,CERTIFICADOS DIGITALES,2400.0,2400.0,3519.08,
2013,491,22112,SUMINISTROS INFORMATICA-CONSUMIBLES,16000.0,9510.83,17489.21,-6489.17
2013,491,22600,GASTOS DIVERSOS NUEVAS TECNOLOGIAS,,,72.88,
2013,491,22706,MTO. PROGRAMAS INFORMATICOS (LICENCIAS...),54461.0,42895.67,36266.16,-11565.33
2013,491,62600,ADQUISICION EQUIPOS INFORMATICOS,10000.0,25539.57,25300.89,15539.57
2013,493,22602,CAMPAÑAS INFORMATIVAS CONSUMO,6400.0,4748.71,2420.0,-1651.29
2013,493,22703,GESTION OMIC,18000.0,18000.0,17932.2,
2013,493,62200,REMODELACION OMIC,,1651.29,1651.29,1651.29
2013,912,10000,RETRIB. ORGANOS DE GOBIERNO,238875.28,238875.28,236868.61,
2013,912,11000,RETRIB. PERSONAL EVENTUAL ORG. GOBIERNO,52933.16,52933.16,52933.16,
2013,912,22101,SUMINISTRO AGUA PLENO,100.0,100.0,267.52,
2013,912,22601,ATENCIONES PROTOCOLARIAS ORG. GOBIERNO,7000.0,8663.2,7108.78,1663.2
2013,912,22602,PUBLICIDAD EN MEDIOS ORG. GOBIERNO,1500.0,1500.0,563.0,
2013,912,22609,ACTOS INSTITUCIONALES E IMPREVISTOS,5200.0,-4190.12,,-9390.12
2013,912,23000,DIETAS ORGANOS GOBIERNO,1500.0,1500.0,256.72,
2013,912,23100,LOCOMOCION ORGANOS GOBIERNO,1500.0,1500.0,317.31,
2013,912,23300,ASISTENCIAS RESTO MIEMBROS GOBIERNO,98640.0,98640.0,96980.0,
2013,912,48000,DOTACION ECONOMICA GRUPOS POLITICOS,51240.0,51240.0,51240.0,
2013,912,48001,CELEBRACION DOCE DE OCTUBRE,600.0,600.0,600.0,
2013,912,48002,ALCALDES PEDANEOS,18000.0,18000.0,17400.0,
2013,920,12000,RETRIB. BASICAS ADMON. GRAL.,183185.98,183185.98,199282.32,
2013,920,12100,COMPLEMENTO DESTINO ADMON. GRAL.,109214.91,109214.91,84032.89,
2013,920,12101,COMPLENTO ESPECIFICO ADMON. GRAL,154059.08,154059.08,118722.06,
2013,920,13100,RETRIB. PERS. LAB. TEMPORAL ADMON.GRAL,46926.86,46926.86,53077.55,
2013,920,15000,PRODUCTIVIDAD PERSONAL,157427.39,157427.39,151550.96,
2013,920,15100,GRATIFICACIONES PERSONAL,10000.0,10000.0,9235.2,
2013,920,21200,MANTENIMIENTO DE EDIFICIOS E INSTALAC. PUBLICAS,,-4079.57,43567.4,-4079.57
2013,920,21201,MEDIDAS DE PREVENCION EN EDIFICIOS MUNICIPALES,,,476.74,
2013,920,21300,MTO. MAQUINARIA ADMON. GRAL,110000.0,108270.0,105171.21,-1730.0
2013,920,21399,MTO. MAQUINARIA ADMON. GRAL. (R.E.).,3492.02,3492.02,3492.02,
2013,920,22000,MATERIAL DE OFICINA ADMON.GRAL.,15000.0,13962.79,11456.37,-1037.21
2013,920,22001,"PRENSA, REVISTAS, LIBROS ADMON. GRAL.",10000.0,10000.0,6783.47,
2013,920,22002,COMUNICACIONES POSTALES Y MENSAJERIA,42228.01,42228.01,36216.96,
2013,920,22100,SUMINISTRO ENERGIA ELECTRICA,850000.0,850000.0,851013.44,
2013,920,22103,COMBUSTIBLE PARA VEHICULOS,,,16277.49,
2013,920,22104,VESTUARIO ADMINISTRACION GENERAL,,,332.93,
2013,920,22112,MATERIAL ELECTRONICO Y DE TELECOMUNICACIONES,2000.0,2000.0,,
2013,920,22200,COMUNICACIONES TELEFONICAS ADMON. GRAL,75000.0,75000.0,68371.63,
2013,920,22400,PRIMAS SEGUROS,60000.0,57862.75,52622.35,-2137.25
2013,920,22500,"TRIBUTOS, TASAS Y OTROS",20000.0,20000.0,18287.17,
2013,920,22602,PUBLICIDAD Y PROPAGANDA ADMON. GRAL,2000.0,2000.0,1637.13,
2013,920,22604,GASTOS JURIDICOS Y CONTENCIOSOS,2000.0,2000.0,1240.54,
2013,920,22700,LIMPIEZA EDIFICIOS MPALES.,770498.97,770498.97,766123.14,
2013,920,22701,"ESTUDIOS, INFORMES Y PROYECTOS TECNICOS",,,18.32,
2013,920,22702,MTO. WEB  MPAL.,15315.28,15315.28,15320.0,
2013,920,22703,PREVENC.  RIESGOS LAB. Y VIGILANCIA SALUD,20152.72,20152.72,17362.97,
2013,920,22707,SERVICIOS DE ASESORAMIENTO Y DEFENSA JURIDICA,12500.0,12500.0,32762.05,
2013,920,22709,SUMINISTRO EQUIPOS Y SERV. INTEGRAL DE IMPRESIONES,37303.4,37303.4,,
2013,920,23020,DIETAS ADMON. GRAL.,1000.0,1000.0,696.31,
2013,920,23120,LOCOMOCION ADMON. GRAL.,8000.0,8000.0,1595.16,
2013,920,23300,ASISTENCIA A TRIBUNALES,8000.0,8000.0,5804.9,
2013,920,23302,INDEMNIZACIONES RESPONSABILIDAD PATRIMONIAL,10000.0,10000.0,8959.8,
2013,920,24000,PUBLICACIONES EN EL BORM,18000.0,18000.0,10374.79,
2013,920,62300,MAQUINARIA Y OTRAS ADMINISTRAC. GENERAL,4400.0,11246.78,6846.78,6846.78
2013,920,63300,PLAN DE AHORRO ENERGETICO,40000.0,40000.0,,
2013,932,12000,RETRIB. BASICAS ADMON. FINANCIERA,116310.16,116310.16,116759.61,
2013,932,12100,COMPLEMENTO DESTINO ADMON. FINANCIERA,76927.2,76927.2,55607.5,
2013,932,12101,COMPLEMENTO ESPECIFICO ADMON.FINANCIERA,106386.07,106386.07,76507.79,
2013,932,13100,RETRIB. PERS. LAB. TEMP. ADMON. FINANCIERA,377.77,377.77,484.81,
2013,932,22702,VALORACIONES Y PERITAJES DE INMUEBLES,2000.0,2000.0,2662.0,
2013,932,22703,ASISTENCIA INFORMATICA TAO,3500.0,3500.0,2178.0,
2013,932,22708,GESTION INGRESOS MUNICIPALES,770285.24,766414.69,767074.69,-3870.55
2013,941,46600,FEDERACION MUNICIPIOS R.MURCIA,1000.0,3137.25,3137.25,2137.25
2013,943,46700,CONSORCIO EXTINCION INCENDIOS,230788.81,230788.81,230788.81,
2013,944,46600,FEDERACION ESPAÑOLA MUNICIPIOS Y PROVINCIAS,1323.56,2177.51,2177.51,853.95
#,,,,22775436.81,25081056.84,18962922.73,2305620.03
