#AÑO,CODFUNCION,CODECOPART,NOMPARTIDA,Inicial,Actual,O
2017.0,2311,22699,GTOS. DIVERSOS CENTRO ATENCION TEMPRANA,1500.0,2687.39,2026.78
2017.0,2311,22700,LIMPIEZA EDIFICIO C.A.T,7741.92,7741.92,6451.6
2017.0,2311,22706,SERVICIO FISIOTERAPIA C.A.T,12500.0,12500.0,11750.4
2017.0,2311,62500,INVERSIONES EN C.A.T.,1000.0,1000.0,0.0
2017.0,2312,21300,"MTO. C.E.D. ""LAS SALINAS""",600.0,600.0,396.97
2017.0,2312,21400,"MANTENIMIENTO VEHICULO C.E.D. ""LAS SALINAS""",0.0,0.0,494.19
2017.0,2312,22000,"MATERIAL FUNGIBLE C.E.D. ""LAS SALINAS""",1400.0,1400.0,0.0
2017.0,2312,22105,"GASTRONOMIA C.E.D. ""LAS SALINAS""",200.0,200.0,720.01
2017.0,2312,22601,"OBSEQUIOS USUARIOS C.E.D. ""LAS SALINAS""",300.0,300.0,119.79
2017.0,2312,22700,LIMPIEZA EDIFICIO C.E.D. SALINAS,15276.48,15276.48,13375.56
2017.0,2312,22709,"CTO. SERVICIOS CATERING C.E.D. ""LAS SALINAS""",28000.0,28000.0,19426.14
2017.0,2312,22799,"CTO. SERVICIO GESTION C.E.D. ""LAS SALINAS""",176800.0,176800.0,177601.44
2017.0,2312,62505,"EQUIPAMIENTO C.E.D. ""LAS SALINAS""",4000.0,4000.0,2047.34
2017.0,2313,21200,MTO. C.E.D MAYORES,200.0,200.0,391.48
2017.0,2313,21300,MTO. MAQUINARIA C.E.D. MAYORES,1000.0,1000.0,0.0
2017.0,2313,21400,MANTENIMIENTO VEHICULO C.E.D. DE MAYORES,0.0,0.0,347.03
2017.0,2313,22000,MATERIAL FUNGIBLE C.E.D. MAYORES,1200.0,1200.0,430.54
2017.0,2313,22103,COMBUSTIBLE CALEFACCION C.E.D. MAYORES,300.0,300.0,325.6
2017.0,2313,22601,OBSEQUIOS USUARIOS C.E.D. MAYORES,300.0,300.0,539.95
2017.0,2313,22688,(R.E.) OBSEQUIOS USUARIOS C.E.D. MAYORES,0.0,360.0,360.0
2017.0,2313,22700,LIMPIEZA EDIFICIO C.E.D. MAYORES,21692.04,21692.04,19994.27
2017.0,2313,22799,GESTION Y MANUNTENCION C.E.D. DE MAYORES,253960.0,253960.0,201195.28
2017.0,2313,62500,EQUIPAMIENTO C.E.D DE MAYORES,4000.0,4000.0,2256.34
2017.0,2314,21200,MANTENIMIENTO CENTRO DE MAYORES,0.0,0.0,3044.19
2017.0,2314,22000,MATERIAL OFICINA CENTRO DE MAYORES,1500.0,1500.0,567.18
2017.0,2314,22001,PRENSA Y REVISTA CENTRO MAYORES,1500.0,1500.0,1292.9
2017.0,2314,22105,GASTRONOMIA CENTRO DE MAYORES,10850.0,10850.0,10162.46
2017.0,2314,22601,TROFEOS Y OBSEQUIOS PARA MAYORES,1220.0,1220.0,1433.57
2017.0,2314,22609,ACTUACIONES Y ACTIVIDADES  MAYORES,5000.0,5000.0,4378.0
2017.0,2314,22699,GTOS. DIVERSOS CENTRO MAYORES,2050.0,2050.0,764.87
2017.0,2314,22700,LIMPIEZA EDIFICIO PERSONAS MAYORES,7734.36,7734.36,7608.44
2017.0,2314,22701,ORGANIZ. CENTRO MAYORES - CONSERJE,18200.0,18200.0,15400.0
2017.0,2314,22790,SONORIZAC. E ILUMINACION ACTIVIDADES DE MAYORES,0.0,0.0,0.0
2017.0,2314,22799,TALLERES CONCEJALIA MAYORES,19880.0,19880.0,14082.0
2017.0,2314,24000,"EDICION DE FOLLETOS, CARTELES Y OTROS",0.0,0.0,290.4
2017.0,2314,48000,PREMIOS CONCURSOS PERSONAS MAYORES,900.0,900.0,605.0
2017.0,2314,62500,EQUIPAMIENTO CENTRO DE MAYORES,2000.0,2000.0,1721.79
2017.0,2411,12001,RETRIB. BASICAS EMPLEO-A2,77467.16,77467.16,55259.31
2017.0,2411,12004,RETRIB. BASICAS EMPLEO-C2,9979.14,9979.14,10644.48
2017.0,2411,12100,COMPLEMENTO DESTINO EMPLEO,44971.64,44971.64,27674.44
2017.0,2411,12101,COMPL. ESPECIFICO EMPLEO,51241.48,51241.48,31407.78
2017.0,2411,13100,PERSONAL LABORAL TEMPORAL EMPLEO,10410.54,10410.54,0.0
2017.0,2411,15000,PRODUCTIVIDAD FUNCIONARIOS EMPLEO,6887.23,6887.23,4651.35
2017.0,2411,16000,SEGURIDAD SOCIAL FUNCIONARIOS EMPLEO,48374.72,48374.72,34983.42
2017.0,2411,16001,SEG. SOCIAL PERSONAL LABORAL EMPLEO,171.77,171.77,0.0
2017.0,2411,21200,MANTENIMIENTO EDIFICIO CENTRO LOCAL EMPLEO,0.0,0.0,76.23
2017.0,2411,22000,MATERIAL DE OFICINA EMPLEO,3600.0,3600.0,1679.31
2017.0,2411,22100,ENERGIA ELECTRICA EDIFICIOS EMPLEO,3400.0,3400.0,3451.19
2017.0,2411,22601,ATENCIONES PROTOCOLARIAS CONCEJALIA EMPLEO,0.0,0.0,39.87
2017.0,2411,22606,ACCIONES FORMATIVAS COLABOR. CON S.E.F.,10000.0,10000.0,3528.0
2017.0,2411,22608,CURSO OPERAC. AUXILIARES DE SERV. ADMT.2015-1174,0.0,12607.69,5040.0
2017.0,2411,22609,GASTOS DIVERSOS AGUAS MINEROM. Y BALNEARIO,6000.0,6000.0,7614.62
2017.0,2411,22610,CURSO OPERAC. AUX. SERV. ADTVOS. GRAL. 2016-616,0.0,25740.0,15389.35
2017.0,2411,22699,GTOS. CORRIENTES EMPLEO,8000.0,8000.0,116.68
2017.0,2411,22700,LIMPIEZA EDIFICIOS EMPLEO,9791.88,9791.88,9620.42
2017.0,2411,22701,"PROYECTO ""ACELERADORA DEL EMPRENDEDOR""",0.0,94960.0,44811.28
2017.0,2411,22706,ASIST. TEC. ESTRATEGIA DESARROLLO URBANO SOSTENIB ,0.0,0.0,3025.0
2017.0,2411,47000,"CUOTA PARTICIPACION ""INTEGRAL""",12285.66,12285.66,12285.66
2017.0,2411,48000,CUOTA SECCION VILLAS TERMALES,1000.0,1000.0,1000.0
2017.0,2411,48001,SUBVENCIONES EMPLEO A TAXI,100.0,100.0,0.0
2017.0,2411,62500,EQUIPAMIENTO EMPLEO,1000.0,1000.0,0.0
2017.0,2412,12000,RETRIB. BASICAS IGUALDAD-A1,3953.62,3953.62,8844.32
2017.0,2412,12100,COMPL. DESTINO IGUALDAD,1922.68,1922.68,3382.36
2017.0,2412,12101,COMPL. ESPECIFICO IGUALDAD,1260.16,1260.16,2116.31
2017.0,2412,13000,PERSONAL LABORAL FIJO IGUALDAD,13216.93,13216.93,0.0
2017.0,2412,13100,PERSONAL LABORAL TEMPORAL IGUALDAD,27538.18,27538.18,22230.8
2017.0,2412,15000,PRODUCTIVIDAD FUNCIONARIOS IGUALDAD,535.23,535.23,531.85
2017.0,2412,15001,PRODUCTIVIDAD LABORALES IGUALDAD,1528.32,1528.32,2314.49
2017.0,2412,16000,SEGURIDAD SOCIAL FUNCIONARIOS IGUALDAD,2190.89,2190.89,4781.73
2017.0,2412,16001,SEG. SOCIAL PERSONAL LABORAL IGUALDAD,12923.79,12923.79,7807.01
2017.0,2412,21200,MANTENIMIENTO EDIFICIO VIVERO DE EMPRESAS Y OTR. I,0.0,0.0,640.48
2017.0,2412,22000,MATERIAL DE OFICINA IGUALDAD,1600.0,1600.0,1532.45
2017.0,2412,22100,ENERGIA ELECTRICA EDIFICIOS IGUALDAD,4700.0,4700.0,4147.33
2017.0,2412,22105,CATERING Y OTR. CONCEJALIA DE IGUALDAD,0.0,0.0,234.14
2017.0,2412,22601,OBSEQUIOS Y OTROS CONCEJAL. IGUALDAD,0.0,0.0,363.0
2017.0,2412,22602,PUBLICIDAD Y PROPAGANDA CONCEJ. IGUALDAD,0.0,0.0,152.46
2017.0,2412,22606,CURSOS DE FORMACION IGUALDAD,13000.0,13000.0,3650.07
2017.0,2412,22608,DIA CONTRA LA VIOLENCIA DE GENERO,1500.0,1500.0,1924.85
2017.0,2412,22609,DIA INTERNACIONAL MUJER Y PLAN IGUALDAD,8000.0,14698.0,10866.62
2017.0,2412,22698,DESPLAZAMIENTOS A CENTRO DE ACOGIDA,0.0,0.0,48.4
2017.0,2412,22699,GTOS. CORRIENTES IGUALDAD Y CAVI,3000.0,3000.0,0.0
2017.0,2412,22700,LIMPIEZA EDIFICIOS MUJER,14434.44,14434.44,13231.57
2017.0,2412,24000,EDICIONES Y PUBLICACIONES CONCEJ. IGUALDAD,700.0,700.0,679.42
2017.0,2412,48000,SUBVENCIONES ASOCIACIONES DE MUJERES,3000.0,3000.0,0.0
2017.0,2412,48001,PREMIOS DIA INTERNACIONAL DE LA MUJER,500.0,500.0,400.0
2017.0,2412,62500,EQUIPAMIENTO VIVERO DE EMPRESAS IGUALDAD,1000.0,1000.0,0.0
2017.0,311,21200,MANTENIMIENTO EDIFICIOS DE SANIDAD,0.0,0.0,61.46
2017.0,311,22609,TALLERES Y CHARLAS DIVULGATIVAS SANIDAD,14180.0,406.0,0.0
2017.0,311,22700,"DESRATIZACION, DESINSECTACION Y DESINFECCION",15000.0,15000.0,14150.85
2017.0,311,22701,MTO. Y ACTUALIZACION MICROCHIPS-COLEGIO VETERINARI,650.0,650.0,0.0
2017.0,311,22702,LIMPIEZA EDIFICIOS SANIDAD,7514.16,7514.16,6887.98
2017.0,311,22788,"(R.E.) DESRATIZACION, DESINSECTACION Y DESINFECC.",0.0,1180.0,1180.0
2017.0,311,24000,EDICION DE CARTELES Y FOLLETOS SANIDAD,0.0,0.0,387.2
2017.0,311,48000,CONVENIO GESTION AMBULANCIA CRUZ ROJA,51500.0,53000.0,53000.0
2017.0,311,62500,EQUIPAMIENTO SANIDAD,8726.0,14360.28,14360.28
2017.0,311,62588,(R.E.) EQUIPAMIENTO SANIDAD,0.0,286.77,286.77
2017.0,320,12005,RETRIB. BASICAS EDUCACION-E,78718.64,48718.64,79039.68
2017.0,320,12100,COMPLEMENTO DESTINO EDUCACION,36342.6,36342.6,26204.31
2017.0,320,12101,COMPLEMENTO ESPECIFICO EDUCACION,67532.14,38131.48,49085.52
2017.0,320,13100,PERSONAL LABORAL TEMPORAL EDUCACION,12201.0,12201.0,0.0
2017.0,320,15000,PRODUCTIVIDAD FUNCIONARIOS EDUCACION,6847.25,6847.25,5676.42
2017.0,320,16000,SEGURIDAD SOCIAL FUNCIONARIOS EDUCACION,48468.75,48468.75,31718.88
2017.0,320,16001,SEG. SOCIAL PERSONAL LABORAL EDUCACION,201.32,201.32,0.0
2017.0,321,21200,MTO. COLEGIOS,20000.0,20000.0,21719.93
2017.0,321,21288,(R.E.) MANTENIMIENTO COLEGIOS,0.0,41.55,41.55
2017.0,321,22100,ENERGIA ELECTRICA EDIFICIOS EDUCACION,78000.0,78000.0,72870.18
2017.0,321,22103,COMBUSTIBLE CALEFACCION C.E.I.P.,24000.0,24000.0,26316.84
2017.0,321,22700,LIMPIEZA EDIFICIOS EDUCACION,360845.52,360845.52,330775.06
2017.0,321,22707,GESTION ESCUELA INFANTIL GLORIA FUERTES,278344.06,278344.06,278343.96
2017.0,321,22708,GESTION ESCUELA INFANTIL NUMERO 2,46647.18,647.18,0.0
2017.0,321,22709,GESTION C.A.I. LOS CEREZOS,119352.82,119352.82,119352.82
2017.0,321,60091,COMEDOR Y SALON USOS MULTIPLES CEIP SIERRA ESPUÑA,0.0,432050.13,181030.13
2017.0,321,62200,OBRAS Y EQUIPAMIENTO EN COLEGIOS,30000.0,121901.26,120123.64
2017.0,322,22799,MEDIDAS ALTERNATIVAS EXPULSION ALUMNOS,16800.0,16800.0,16213.63
2017.0,322,48014,SUBVENCION ESCUELA OFICIAL DE IDIOMAS,3000.0,3000.0,0.0
2017.0,323,22300,TRANSPORTE DE ALUMNOS A DISTINTAS ACTIVIDADES,0.0,0.0,1558.5
2017.0,323,22602,PUBLICACION Y DIFUSION ACTIV. EDUCACION,4500.0,4500.0,4242.01
2017.0,323,22605,GTOS. FUNCION. EVENTOS Y OTROS EDUCACION,4500.0,4280.0,7902.04
2017.0,323,24000,GASTOS DE EDICION Y DISTRIBUCION,3000.0,1000.0,0.0
2017.0,323,48000,SEDE PERMANENTE UNIVERSIDAD DE MURCIA,3000.0,3000.0,0.0
2017.0,323,48001,ASOCIACION INTERNAC. DE CIUDADES EDUCADORAS,0.0,220.0,220.0
2017.0,323,48002,AYUDAS A TRANSPORTE EDUCATIVO-BUS UNIVERSITY,10000.0,10000.0,3000.0
2017.0,324,22001,BANCO DE LIBROS,16000.0,10000.0,5925.59
2017.0,324,22300,TRANSP. ACTIV. EXTRAESCOLARES Y COMPLEM.,5000.0,1800.0,1670.0
2017.0,324,22601,ATENCIONES PROTOCOLARIAS Y OBSEQUIOS EDUCACION,0.0,0.0,1471.2
2017.0,324,22606,"ESCUELA DE VERANO ""EDUCAVERANO 2017""",55000.0,26520.35,26964.67
2017.0,324,22609,TALLERES TEATRO Y CINE Y REFUERZO EDUCATIVO,23000.0,23000.0,30165.95
2017.0,324,22703,PRUEBA PILOTO INVERLINGÜE,15000.0,7578.39,0.0
2017.0,324,22704,"SERVICIO ""ZAMPATAXIS""",6000.0,6000.0,10470.92
2017.0,324,22705,SERVICIO PROXIMIDAD MATUTINO,37991.58,37991.58,34999.47
2017.0,324,22706,"ACTIV. OCIO Y TIEMPO LIBRE ""UN RATITO MAS""",59500.0,59500.0,61792.08
2017.0,324,22710,PROG. COORD. FAMILIAR NIÑOS CON N.E.A.E.,2000.0,2000.0,965.0
2017.0,324,22711,"PROGRAMA ""CONECTANDO PEDANIAS""",25000.0,25000.0,27065.8
2017.0,324,48001,"PREMIOS CONC. CUENTOS INFANT. ""JOSE CALERO HERAS""",1500.0,1500.0,650.0
2017.0,324,48002,BECAS ERASMUS E ILA,8000.0,9200.0,2600.0
2017.0,324,48003,A.M.P.A. C.E.I.P. GINES DIAZ-S.CRISTOBAL,700.0,8930.0,8230.0
2017.0,324,48004,A.M.P.A. C.E.I.P. SIERRA ESPUÑA,700.0,6211.5,5511.5
2017.0,324,48005,A.M.P.A. C.E.I.P. ANTONIO MACHADO,700.0,3914.5,3214.5
2017.0,324,48006,A.M.P.A. C.E.I.P. PRINCIPE DE ESPAÑA,700.0,5008.5,4308.5
2017.0,324,48007,A.M.P.A. C.E.I.P. NTRA. SRA. DEL ROSARIO,700.0,4621.0,3921.0
2017.0,324,48008,A.M.P.A. C.E.I.P. RICARDO CODORNIU,700.0,5689.5,4989.5
2017.0,324,48009,PROYECTOS DE AUTOR,2000.0,2000.0,0.0
2017.0,324,48015,PREMIOS A LA CULTURA DEL ESFUERZO,3000.0,3000.0,1349.99
2017.0,324,48016,SUBV. A PROYECTOS EN CENTROS EDUCATIVOS,12800.0,12800.0,12800.0
2017.0,324,62300,APARATOS AIRE ACONDICIONADO EN C.EDUCATIVOS,8000.0,8000.0,3842.01
2017.0,324,62500,EQUIP. COMPLEMENTARIO CENTROS PUBLICOS,5000.0,5000.0,2639.29
2017.0,330,12001,RETRIB. BASICAS CULTURA-A2,34579.08,34579.08,40312.82
2017.0,330,12003,RETRIB. BASICAS CULTURA-C1,23981.32,23981.32,15858.92
2017.0,330,12004,RETRIB. BASICAS CULTURA-C2,34716.45,34716.45,25767.04
2017.0,330,12100,COMPLEM. DESTINO CULTURA,48700.96,48700.96,32568.74
2017.0,330,12101,COMPLEMENTO ESPECIFICO CULTURA,54442.47,54442.47,35499.66
2017.0,330,13000,PERSONAL LABORAL FIJO CULTURA,8931.3,8931.3,0.0
2017.0,330,13100,PERSONAL LABORAL TEMPORAL CULTURA,22480.78,22480.78,20485.43
2017.0,330,15000,PRODUCTIVIDAD FUNCIONARIOS CULTURA,7365.76,7365.76,5651.14
2017.0,330,15001,PRODUCTIVIDAD LABORALES CULTURA,334.92,334.92,0.0
2017.0,330,15100,GRATIFICACIONES PERSONAL DE CULTURA,0.0,0.0,4819.25
2017.0,330,16000,SEGURIDAD SOCIAL FUNCIONARIOS  CULTURA,49633.07,49633.07,40340.44
2017.0,330,16001,SEGURIDAD SOCIAL PERS. LABORAL CULTURA,3110.3,3110.3,243.23
2017.0,3321,21600,"MTO. PROGRAMA ""ARCHIVO 3000""",1300.0,1300.0,841.88
2017.0,3321,22001,FONDO BIBLIOGRAFICO,5000.0,5000.0,6942.59
2017.0,3321,22002,MATERIAL DIDACTICO ACTIVIDADES ARCHIVO,1500.0,1500.0,163.0
2017.0,3321,22609,ACTIV. FOMENTO DE  LECTURA Y TALLERES PARA NIÑOS,3000.0,3000.0,0.0
2017.0,3321,22699,GTOS. FUNCIONAMIENTO BIBLIOTECA,2500.0,2500.0,0.0
2017.0,3321,22799,TALLERES BIBLIOTECA Y ARCHIVO,1000.0,1000.0,450.0
2017.0,3321,48000,BECAS SALAS DE ESTUDIO,3000.0,3000.0,2988.0
2017.0,3321,48001,PREMIOS CONCURSO ARCHIVO,1000.0,1000.0,0.0
2017.0,333,22105,"CATERING, AGUA Y OTROS PARA ACTIVIDADES MUSEO",0.0,0.0,108.24
2017.0,333,22601,ATENCIONES PROTOCOLARIAS DEL MUSEO ARQUEOLOGICO,2500.0,2500.0,20.06
2017.0,333,22609,ACTIVIDADES MUSEO ARQUEOLOGICO LOS BAÑOS,4500.0,4500.0,2611.0
2017.0,333,22699,GTOS. DIVERSOS MUSEO ARQUEOLOGICO LOS BAÑOS,4000.0,4000.0,568.16
2017.0,333,22799,ATENCION PUBLICO Y GUIA DEL MUSEO ARQUEOLOGICO,3000.0,1500.0,0.0
2017.0,334,20200,ARRENDAMIENTOS CINE VELASCO,34000.0,34000.0,36556.66
2017.0,334,20288,(R.E.) ARRENDAMIENTO CINE VELASCO,0.0,2500.01,2500.01
2017.0,334,21200,MTO. EDIFICIOS CULTURA,6000.0,6000.0,5133.23
2017.0,334,22000,MATERIAL OFICINA CULTURA,500.0,500.0,273.51
2017.0,334,22001,"REPORTAJES, AUDIOVISUALES, Y OTR. PUBLICACIONES",0.0,0.0,600.0
2017.0,334,22100,ENERGIA ELECTRICA EDIFICIOS CULTURA,32500.0,32500.0,32026.67
2017.0,334,22300,VIAJES CULTURALES,100.0,100.0,250.0
2017.0,334,22400,SEGUROS EXPOSICIONES CULTURA,600.0,600.0,0.0
2017.0,334,22601,GASTOS PROTOCOLO CULTURA,4500.0,4500.0,5942.12
2017.0,334,22608,TALLERES CULTURA,10190.0,10190.0,2285.68
2017.0,334,22609,TEATRO,35000.0,35000.0,51636.94
2017.0,334,22610,MUSICA,10500.0,10500.0,9420.0
2017.0,334,22611,CINE VERANO Y CURSO CINEMATOGRAFICO,3000.0,100.0,0.0
2017.0,334,22612,"GASTOS EXPOSICIONES, CONCURSOS Y CERTAMENES CULTUR",10000.0,10000.0,9557.68
2017.0,334,22613,JURADOS CERTAMENES CULTURA,2500.0,2500.0,0.0
2017.0,334,22699,GASTOS FUNCIONAMIENTO CULTURA,5000.0,5000.0,1210.54
2017.0,334,22700,LIMPIEZA EDIFICIOS CULTURA,82394.16,82394.16,75527.98
2017.0,334,22701,VIGILANCIA Y SEGURIDAD EXPOS. CULTURA,500.0,500.0,0.0
2017.0,334,22788,(R.E.) RAIDER TECNICO CINE VELASCO,0.0,2791.72,2791.72
2017.0,334,22799,RAIDER TECNICO CINE VELASCO Y OTRAS SONORIZACIONES,30000.0,30000.0,29806.22
2017.0,334,24000,GASTOS EDICION CULTURA,14200.0,14200.0,13698.64
2017.0,334,24001,"CARTELERIA, EDICIONESY DISEÑOS EXPOSICIONES Y OTR.",0.0,0.0,3694.75
2017.0,334,48000,CONVENIO JUNTA DE COFRADIAS,31875.0,31875.0,31875.0
2017.0,334,48002,CONVENIO ESCUELA DE MUSICA,72311.6,72311.6,72311.6
2017.0,334,48003,CONVENIO BANDA DE MUSICA,9000.0,9000.0,9000.0
2017.0,334,48004,CONVENIO AGRUPACION CORAL DE ALHAMA,2500.0,2500.0,2500.0
2017.0,334,48006,"PREMIOS CERTAMENES A.M.M, P.R. Y TEATRO AMATEUR",12605.0,12605.0,6964.99
2017.0,334,48007,CONVENIO GRUPO FOLKLORICO VILLA DE ALHAMA,4000.0,4000.0,4000.0
2017.0,334,48008,CONVENIO GRUPO FOLKLORICO VIRGEN DEL ROSARIO,4000.0,4000.0,4000.0
2017.0,334,48009,SUBVENCION A PROYECTOS CREATIVOS CULTURA,3000.0,3000.0,0.0
2017.0,334,48010,SUBV. PARA INSONOR. LOCALES ASOCIACIONES,20000.0,20000.0,19998.0
2017.0,334,62200,"AMPLIAC. ESCUELA DE MUSICA ""EL MATADERO""",0.0,200000.0,0.0
2017.0,334,62201,REPARAC. AUDITORIO TIERNO GALVAN. REINCORP. PMS,0.0,100000.0,0.0
2017.0,334,62500,EQUIPAMIENTO CULTURA,25000.0,39000.0,17656.31
2017.0,336,13100,PERS. L.T. EXCAV. Y RESTAURAC. CASTILLO ,0.0,121255.72,53262.27
2017.0,336,16001,SEGUR. SOCIAL PERSONAL RESTAURAC. CASTILLO II FASE,0.0,47208.6,19843.15
2017.0,336,22105,"CATERING  Y OTROS CAMPO TRABAJO ""CERRO CASTILLO""",6000.0,6000.0,4351.23
2017.0,336,22400,SEGURO PARTICIPANTES EN CAMPO DE TRABAJO EL CASTIL,0.0,0.0,191.87
2017.0,336,22609,"MAT. PROYECTOS RESTAUR. ""CASTILLO Y LAS PALERAS""",10000.0,10000.0,10251.45
2017.0,336,22688,"(R.E.) MTO. RESTAURAC. ""CASTILLO Y PALERAS""",0.0,181.5,181.5
2017.0,336,22699,"EXCAV. ARQUEOL., ESTUDIO Y MTO. YACIMIENTOS",15000.0,15000.0,5824.4
2017.0,336,22700,CATALOGO E INVENTARIO PIEZAS DEL MUSEO L.B.,0.0,4000.0,0.0
2017.0,336,22799,VISITAS GUIADAS AL CASTILLO Y OTRAS RECREACIONES,2178.0,2178.0,2771.2
2017.0,336,60900,REFORMA CASTILLO 1% CULTURAL,0.0,504146.43,0.0
2017.0,336,62300,ILUMINAC. Y CAMARAS SEGURIDAD PARA PIEZAS MUSEO L.,0.0,21000.0,20997.97
2017.0,337,12001,RETRIBUCIONES BASICAS JUVENTUD A2,0.0,0.0,16052.62
2017.0,337,12003,RETRIB. BASICAS JUVENTUD-C1,18624.53,18624.53,16054.86
2017.0,337,12004,RETRIB. BASICAS JUVENTUD-C2,9220.8,9220.8,10836.25
2017.0,337,12100,COMPLEMENTO DESTINO JUVENTUD,14630.42,14630.42,16764.76
2017.0,337,12101,COMPLEMENTO ESPECIFICO JUVENTUD,17685.41,17685.41,20178.95
2017.0,337,15000,PRODUCTIVIDAD FUNCIONARIOS JUVENTUD,2256.04,2256.04,3238.98
2017.0,337,15100,GRATIFICACIONES PERSONAL DE JUVENTUD,0.0,0.0,3805.89
2017.0,337,16000,SEGURIDAD SOCIAL FUNCIONARIOS JUVENTUD,16803.99,16803.99,24352.24
2017.0,337,22000,MATERIAL DIDACTICO JUVENTUD,500.0,500.0,80.28
2017.0,337,22101,MATERIALES Y JUEGOS LUDOTECA,500.0,500.0,437.45
2017.0,337,22199,GTOS. FUNCIONAMIENTO JUVENTUD,400.0,400.0,2.5
2017.0,337,22300,TRANSPORTE PARA ACTIVIDADES JUVENILES,0.0,0.0,249.0
2017.0,337,22602,PUBLICIDAD Y PROMOCION ACTIVIDADES JUVENILES,0.0,0.0,108.9
2017.0,337,22606,CURSOS CONCEJALIA JUVENTUD,7000.0,7000.0,5186.72
2017.0,337,22609,ACTIVIDADES Y PROGRAMAS JUVENILES,14300.0,14300.0,11946.96
2017.0,337,22700,LIMPIEZA EDIFICIOS JUVENTUD,22014.96,22014.96,20180.38
2017.0,337,22709,"CTO. LUDOTECA ""LA COMETA ALEGRE""",13100.0,13100.0,10685.52
2017.0,337,22790,SONORIZ. E ILUMINACIONES ACT. JUVENILES,4000.0,4000.0,9170.59
2017.0,337,22799,CAMPAMENTOS VERANO,6000.0,6000.0,4451.23
2017.0,337,48000,CONCURSO C.JUVENTUD,1000.0,1000.0,0.0
2017.0,337,62500,EQUIPAMIENTO JUVENTUD,6000.0,6000.0,0.0
2017.0,338,22000,MATERIAL OFICINA Y OTROS GTOS. FESTEJOS,3430.0,3430.0,1731.3
2017.0,338,22105,PRODUCTOS ALIMENTICIOS PARA  FESTEJOS,16000.0,16000.0,18470.84
2017.0,338,22111,PIROTECNIA FESTEJOS,6600.0,6600.0,6855.86
2017.0,338,22199,SUMINISTROS VARIOS ACTIV. FESTEJOS,7500.0,7500.0,6298.43
2017.0,338,22400,SEGUROS POR SUSPENSION CONCIERTOS,1500.0,1500.0,453.79
2017.0,338,22601,PREGON FERIA Y CORREMAYO MAYOR,1500.0,1500.0,914.13
2017.0,338,22608,OTRAS ACTIVIDADES DE FESTEJOS,21150.0,21150.0,31736.7
2017.0,338,22609,"ESPECTACULOS, FESTIVALES, CONCIERTOS Y OTROS",88600.0,98700.0,70086.1
2017.0,338,22699,TROFEOS Y OBSEQUIOS FESTEJOS,7420.0,7420.0,3637.42
2017.0,338,22700,"INFRAESTRUC., ESCENARIOS, CARPAS...FESTEJOS",19000.0,19000.0,10308.0
2017.0,338,22701,SERVICIOS SEGURIDAD EN FESTEJOS,17500.0,17500.0,15225.52
2017.0,338,22799,SONORIZACION E ILUMIN. EVENTOS FESTEJOS,34000.0,34000.0,61646.74
2017.0,338,24000,"EDICIONES, DISEÑOS, CARTELERIA FESTEJOS",11800.0,11800.0,17270.71
2017.0,338,48000,CONCURSOS CARTELES ANUNCIADORES FIESTAS,800.0,800.0,800.0
2017.0,338,48001,PREMIOS CARNAVAL,2660.0,4960.0,2460.0
2017.0,338,48002,"PREMIOS MAYOS, CRUCES Y ARROCES",7500.0,7500.0,6660.0
2017.0,338,48003,PREMIOS FERIA,10000.0,10000.0,9650.0
2017.0,338,48004,SUBV. A ASOCIACIONES DE BARRIOS,5000.0,5000.0,4996.6
2017.0,338,62500,EQUIPAMIENTO FESTEJOS,100.0,100.0,0.0
2017.0,340,12001,RETRIB. BASICAS DEPORTES-A2,6517.8,6517.8,0.0
2017.0,340,12003,RETRIB. BASICAS DEPORTES-C1,27265.24,27265.24,31715.6
2017.0,340,12004,RETRIB. BASICAS DEPORTES-C2,4231.23,4231.23,0.0
2017.0,340,12005,RETRIB. BASICAS DEPORTES-E,7950.56,7950.56,0.0
2017.0,340,12100,COMPLEMENTO DESTINO DEPORTES,23757.51,23757.51,12702.69
2017.0,340,12101,COMPLEMENTO ESPECIFICO DEPORTES,27289.57,27289.57,14046.7
2017.0,340,15000,PRODUCTIVIDAD FUNCIONARIOS DEPORTES,3637.95,3637.95,2185.24
2017.0,340,15100,GRATIFICACIONES PERSONAL DE DEPORTES,0.0,0.0,6866.75
2017.0,340,16000,SEGURIDAD SOCIAL FUNCIONARIOS DEPORTES,24741.46,24741.46,17145.01
2017.0,341,22000,MATERIAL DE OFICINA DEPORTES,0.0,0.0,204.13
2017.0,341,22104,VESTUARIO DEPORTE ESCOLAR MILLA URBANA,2000.0,2000.0,3090.34
2017.0,341,22105,CATERING ACTIVIDADES DEPORTIVAS,0.0,0.0,2552.82
2017.0,341,22199,MATERIAL DEPORTIVO,3000.0,3000.0,3745.95
2017.0,341,22203,APLICACION INFORMATICA GESTION DEPORTIVA,0.0,0.0,1099.82
2017.0,341,22300,TRANSPORTE DEPORTE ESCOLAR Y OTROS,5500.0,5500.0,2358.2
2017.0,341,22400,SEGUROS ACTIVIDADES DEPORTIVAS,1000.0,1000.0,0.0
2017.0,341,22602,PUBLICIDAD Y PROPAGANDA DEPORTES,0.0,0.0,500.0
2017.0,341,22609,ACTIVIDADES DEPORTIVAS Y ASES. GIMNASIO,42952.87,42952.87,49038.09
