#IDPARTIDA,AÑO,INDESREM,CODORGANIC,CODFUNCION,CODECOPART,CLAVEESPEC,NOMPARTIDA,Inicial,Actual,A,D,O,P,RP,Saldo,Porciento,Modif,RemIncorp,OtrasModif,RC,Remanente,Apendiente,Dpendiente,Opendiente,Ppendiente,Reintegros,RetC,% D s/ Cred,% O s/ Cred,% RP s/ O
11971.0,2017.0,N,,151,22610,,"PODA, FUMIGACIONES, ARBOLADO EN ESPACIOS PUBLICOS",0.0,0.0,20856.24,20856.24,7561.36,4481.36,4481.36,-20856.24,0.0,0.0,0.0,0.0,0.0,-7561.36,0.0,13294.88,3080.0,0.0,0.0,20856.24,0.0,0.0,59.2665869632
11522.0,2017.0,N,,151,22699,,GASTOS DIVERSOS URBANISMO,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,6000.0,100.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11523.0,2017.0,N,,151,22701,,DEMOLICION DE EDIFICIOS,15000.0,15000.0,0.0,0.0,0.0,0.0,0.0,15000.0,100.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11524.0,2017.0,N,,151,22702,,TRABAJOS TECNICOS DE PROFESIONALES,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,8000.0,100.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11525.0,2017.0,N,,151,22706,,"PROYECTOS, ESTUDIOS Y TRABAJOS TECNICOS",80000.0,190000.0,197454.97,197454.97,161163.44,105549.42,105549.42,-10103.6,-5.31768421053,110000.0,0.0,110000.0,2648.63,28836.56,0.0,36291.53,55614.02,0.0,0.0,11212.28,103.923668421,84.8228631579,65.4921612495
11526.0,2017.0,N,,151,22799,,PROYECTOS OBRAS DE EJECUCION SUBSIDIARIA,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,100.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11978.0,2017.0,N,,151,24001,,"CARTELERIA, MUPIS, ROLL-UP Y OTROS ",0.0,0.0,174.24,174.24,174.24,174.24,174.24,-218.0,0.0,0.0,0.0,0.0,43.76,-174.24,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,100.0
11527.0,2017.0,N,,151,48000,,CONVENIO COLABORACION ENTIDAD URBANISTICA CONDADO,17500.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,0.0,0.0,-6000.0,0.0,-6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11500.0,100.0,100.0,100.0
11528.0,2017.0,N,,151,60000,,OBRAS DE EJECUCION SUBSIDIARIA,1.0,58481.65,58478.71,58478.71,58478.71,55772.92,55772.92,2.94,0.00502721793931,58480.65,0.0,58480.65,0.0,2.94,0.0,0.0,2705.79,0.0,0.0,19856.41,99.9949727821,99.9949727821,95.3730340495
11921.0,2017.0,N,,151,60001,,OBRAS DE EJECUCION SUBSIDIARIA B.M.N.,0.0,2375373.28,1292164.74,1292164.74,597710.75,319473.41,319473.41,1083208.54,45.601613402,2375373.28,2126321.67,249051.61,0.0,1777662.53,0.0,694453.99,278237.34,0.0,0.0,0.0,54.398386598,25.1628135684,53.4495004482
11945.0,2017.0,N,,151,60090,,REINCORPORACION A PMS,0.0,17386.67,17386.67,17386.67,17386.67,0.0,0.0,0.0,0.0,17386.67,17386.67,0.0,0.0,0.0,0.0,0.0,17386.67,0.0,0.0,17386.67,100.0,100.0,0.0
11964.0,2017.0,N,,151,60091,,VIAL ACCESO A Bº. LOS DOLORES. REINCORP. A PMS,0.0,1399834.3,1399834.3,0.0,0.0,0.0,0.0,0.0,0.0,1399834.3,974491.43,425342.87,0.0,1399834.3,1399834.3,0.0,0.0,0.0,0.0,1399834.3,0.0,0.0,0.0
11963.0,2017.0,N,,151,60092,,PRESUPUESTOS PARTICIPATIVOS. REINCORP. A PMS,0.0,338453.38,57684.39,57684.39,42977.88,28923.73,28923.73,280768.99,82.9564739463,338453.38,338453.38,0.0,0.0,295475.5,0.0,14706.51,14054.15,0.0,0.0,46510.04,17.0435260537,12.6983160871,67.2991082855
11931.0,2017.0,N,,151,60100,,ADECUAC. TERRENOS P.G.M.O. SUELO URBANO- EL JINETE,0.0,44345.15,44345.15,44345.15,44345.15,0.0,0.0,0.0,0.0,44345.15,44345.15,0.0,0.0,0.0,0.0,0.0,44345.15,0.0,0.0,44345.15,100.0,100.0,0.0
11962.0,2017.0,N,,151,60961,,ACTUACIONES EN P.P. LOS SECANOS,0.0,103354.46,0.0,0.0,0.0,0.0,0.0,103354.46,100.0,103354.46,103354.46,0.0,0.0,103354.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12011.0,2017.0,N,,151,62500,,ACTUACIONES PARA CALIDAD URBANA,0.0,40000.0,28203.49,28203.49,22220.95,12612.34,12612.34,3196.66,7.99165,40000.0,0.0,40000.0,8599.85,17779.05,0.0,5982.54,9608.61,0.0,0.0,36731.29,70.508725,55.552375,56.7587794401
11944.0,2017.0,N,,151,62700,,BALNEARIO E INFRAESTRUCTURAS,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,1800000.0,100.0,1800000.0,1800000.0,0.0,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11922.0,2017.0,N,,151,62900,,ALHAMA + MEJORA Y PAVIM. PLAT. UNICA C/ PARRICAS,0.0,694421.0,419112.36,419112.36,0.0,0.0,0.0,275308.64,39.6457826016,694421.0,550000.0,144421.0,0.0,694421.0,0.0,419112.36,0.0,0.0,0.0,419112.36,60.3542173984,0.0,0.0
11923.0,2017.0,N,,151,62901,,ALHAMA + AMPLIACION POLIDEPORTIVO EL PRAICO,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,250000.0,100.0,250000.0,250000.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11924.0,2017.0,N,,151,62902,,ALHAMA + CAMBIO DE LUMINARIAS ANTIGUAS A EFICIENTE,0.0,200146.25,0.0,0.0,0.0,0.0,0.0,200146.25,100.0,200146.25,450000.0,-249853.75,0.0,200146.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11975.0,2017.0,N,,151,62903,,OBRAS PARA MEJORA DE ESPAC. PUBL. E INFRAESTRUCTUR,0.0,9517.81,4794.93,4794.93,4794.93,3482.38,3453.97,3522.87,37.0134516239,9517.81,0.0,9517.81,1200.01,4722.88,0.0,0.0,1312.55,28.41,0.0,1200.01,50.3785009367,50.3785009367,72.0337940283
11845.0,2017.0,N,,1532,13101,,PEONES AGRICOLAS CONSEJOS COMARCALES 2016,0.0,42797.6,44171.11,44171.11,44171.11,44171.11,44171.11,-1373.51,-3.20931547563,42797.6,42797.6,0.0,0.0,-1373.51,0.0,0.0,0.0,0.0,0.0,0.0,103.209315476,103.209315476,100.0
11847.0,2017.0,N,,1532,13102,,RETRIB. PEONES AGRICOLAS CONS. COMARC. 2017,0.0,99126.22,32122.41,32122.41,32122.41,32122.41,32122.41,67003.81,67.5944366687,99126.22,0.0,99126.22,0.0,67003.81,0.0,0.0,0.0,0.0,0.0,0.0,32.4055633313,32.4055633313,100.0
11846.0,2017.0,N,,1532,16001,,SEGUROS SOCIALES PEONES AGRICOLAS C.C. 2016,0.0,13312.96,19714.44,19714.44,19714.44,19714.44,19714.44,-6401.48,-48.0845732279,13312.96,13312.96,0.0,0.0,-6401.48,0.0,0.0,0.0,0.0,0.0,0.0,148.084573228,148.084573228,100.0
11850.0,2017.0,N,,1532,16003,,SEGURIDAD SOCIAL PEONES AGRICOLAS CONS. COM. 2017,0.0,30793.72,5729.0,5729.0,5729.0,5729.0,5729.0,25064.72,81.395557276,30793.72,0.0,30793.72,0.0,25064.72,0.0,0.0,0.0,0.0,0.0,0.0,18.604442724,18.604442724,100.0
11529.0,2017.0,N,,1532,21000,,MTO. VIAS PUBLICAS,59000.0,57693.2,35093.79,35093.79,35093.79,31283.12,31235.76,17883.48,30.9975525712,-1306.8,0.0,-1306.8,4715.93,22599.41,0.0,0.0,3810.67,47.36,0.0,25986.24,60.828295189,60.828295189,89.0065165375
11530.0,2017.0,N,,1532,21001,,MATERIALES CONSEJOS COMARCALES 2017,16000.0,17452.0,1232.08,1232.08,1232.08,1232.08,1232.08,219.92,1.26014210406,1452.0,0.0,1452.0,16000.0,16219.92,0.0,0.0,0.0,0.0,0.0,17097.71,7.05982122393,7.05982122393,100.0
11531.0,2017.0,N,,1532,21002,,"CONSERV. Y MTO. CTRAS. N-340, RM-515 Y RM-608",15000.0,15000.0,0.0,0.0,0.0,0.0,0.0,15000.0,100.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11903.0,2017.0,N,,1532,21003,,MTO. ESPACIOS PUBLICOS. CONSEJOS COMARCALES 2016,0.0,0.0,19.64,19.64,19.64,19.64,19.64,-19.64,0.0,0.0,0.0,0.0,0.0,-19.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12033.0,2017.0,N,,1532,22103,,COMBUSTIBLE VEHICULOS Y MAQUINARIA VIA PUBLICA,0.0,0.0,175.48,175.48,175.48,0.0,0.0,-175.48,0.0,0.0,0.0,0.0,0.0,-175.48,0.0,0.0,175.48,0.0,0.0,0.0,0.0,0.0,0.0
11532.0,2017.0,N,,1532,22104,,LIMPIEZA Y TRAT. FITOSANIT. SOLARES,7500.0,7500.0,2238.5,2238.5,2238.5,2238.5,2238.5,5261.5,70.1533333333,0.0,0.0,0.0,0.0,5261.5,0.0,0.0,0.0,0.0,0.0,2238.5,29.8466666667,29.8466666667,100.0
11949.0,2017.0,N,,1532,60100,,PAVIMENTAC. Y OTR. EN ESPACIOS Y VIAS PUBLICAS,0.0,60000.0,34583.01,34583.01,34583.01,0.0,0.0,25416.99,42.36165,60000.0,60000.0,0.0,0.0,25416.99,0.0,0.0,34583.01,0.0,0.0,34583.01,57.63835,57.63835,0.0
11678.0,2017.0,N,,1602,22501,,CANON SANEAMIENTO-ESAMUR,16000.0,16000.0,28316.59,28316.59,28316.59,28316.59,2078.57,-12316.59,-76.9786875,0.0,0.0,0.0,0.0,-12316.59,0.0,0.0,0.0,26238.02,0.0,0.0,176.9786875,176.9786875,7.34046719609
11679.0,2017.0,N,,1602,22502,,CANON CONTROL VERTIDOS-CONFEDERACION HIDROGRAFICA,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,100.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11951.0,2017.0,N,,1602,60970,,ACTUAC. PARA PREVENCION DAÑOS POR LLUVIAS,0.0,79000.0,484.0,484.0,484.0,0.0,0.0,78153.0,98.9278481013,79000.0,79000.0,0.0,363.0,78516.0,0.0,0.0,484.0,0.0,0.0,847.0,0.612658227848,0.612658227848,0.0
11235.0,2017.0,N,,161,22101,,SUMINISTRO AGUA POTABLE,2800000.0,3605057.5,3605057.5,3605057.5,3605057.5,3016949.33,3016949.33,0.0,0.0,805057.5,0.0,805057.5,0.0,0.0,0.0,0.0,588108.17,0.0,0.0,0.0,100.0,100.0,83.6865800337
11920.0,2017.0,N,,161,60900,,RENOVACION RED ABASTECIM. A PEDANIAS Y C/ ALHAMA,0.0,360000.0,248050.0,248050.0,0.0,0.0,0.0,111950.0,31.0972222222,360000.0,360000.0,0.0,0.0,360000.0,0.0,248050.0,0.0,0.0,0.0,248050.0,68.9027777778,0.0,0.0
11950.0,2017.0,N,,161,60901,,INVERSION EN REDES ABASTECIMIENTO Y SANEAMIENTO,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,30000.0,100.0,30000.0,30000.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11533.0,2017.0,N,,1621,22699,,"ELIMINACION, LIMPIEZA, REGENERACION VERTEDEROS",15000.0,15000.0,0.0,0.0,0.0,0.0,0.0,15000.0,100.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11534.0,2017.0,N,,1621,22700,,RECOGIDA Y CONTROL ANIMALES VIA PUBLICA,9600.0,9600.0,11101.75,11101.75,11101.75,10224.5,10224.5,-2379.0,-24.78125,0.0,0.0,0.0,877.25,-1501.75,0.0,1.81898940355e-12,877.25,0.0,0.0,4386.25,115.643229167,115.643229167,92.0980926431
11535.0,2017.0,N,,1621,22701,,RECOGIDA Y RETIRADA DE ENSERES DE LA V.P.,17820.0,17820.0,15906.0,15906.0,15906.0,14421.0,14421.0,1914.0,10.7407407407,0.0,0.0,0.0,0.0,1914.0,0.0,0.0,1485.0,0.0,0.0,693.0,89.2592592593,89.2592592593,90.6639004149
11536.0,2017.0,N,,1621,22702,,CONTROL DE LA AVIFAUNA,4416.6,4416.6,2430.1,2430.1,2430.1,1413.7,1413.7,1817.1,41.1425078114,0.0,0.0,0.0,169.4,1986.5,0.0,-4.54747350886e-13,1016.4,0.0,0.0,1863.4,55.0219625957,55.0219625957,58.1745607177
11537.0,2017.0,N,,1621,22703,,R.R.S.U. - FOMENTO,1072019.75,1072019.75,1072019.76,1072019.76,1072019.76,893349.8,893349.8,-0.01,-9.32818635104e-07,0.0,0.0,0.0,0.0,-0.0100000000093,0.0,0.0,178669.96,0.0,0.0,0.0,100.000000933,100.000000933,83.3333333333
11867.0,2017.0,N,,1621,22788,,(R.E.) RECOGIDA Y CONTROL ANIMALES VIA PUBLICA,0.0,72.6,72.6,72.6,72.6,72.6,72.6,0.0,0.0,72.6,0.0,72.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11868.0,2017.0,N,,1621,22789,,(R.E.) CONTROL DE LA AVIFAUNA,0.0,368.05,368.05,368.05,368.05,368.05,368.05,0.0,0.0,368.05,0.0,368.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11538.0,2017.0,N,,1621,62900,,INVERSIONES EN RECOGIDAS Y GESTION,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11539.0,2017.0,N,,1622,22701,,GESTION DE R.S.U. - FOMENTO,268979.07,268979.07,289906.86,289906.86,289906.86,217450.44,217450.44,-20927.79,-7.78045295495,0.0,0.0,0.0,0.0,-20927.79,0.0,0.0,72456.42,0.0,0.0,0.0,107.780452955,107.780452955,75.0070005242
11540.0,2017.0,N,,1622,22702,,GESTION RESIDUOS SELECTIVOS Y ECOPARQUE-S.G.R.,23000.0,23000.0,11882.07,11882.07,11882.07,10304.15,10304.15,11117.93,48.338826087,0.0,0.0,0.0,0.0,11117.93,0.0,0.0,1577.92,0.0,0.0,0.0,51.661173913,51.661173913,86.7201590295
11541.0,2017.0,N,,1622,22703,,RECOGIDA SELECTIVA RESIDUOS BIOSANITARIOS AGRICULT,600.0,600.0,390.5,390.5,148.5,148.5,148.5,209.5,34.9166666667,0.0,0.0,0.0,0.0,451.5,0.0,242.0,0.0,0.0,0.0,0.0,65.0833333333,24.75,100.0
11869.0,2017.0,N,,1622,22788,,(R.E.) GESTION DE RESIDUOS SELECT. Y ECOPARQUE,0.0,3745.36,3745.36,3745.36,3745.36,3745.36,3745.36,4.54747350886e-13,1.21416192539e-14,3745.36,0.0,3745.36,0.0,4.54747350886e-13,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11542.0,2017.0,N,,1622,22799,,GESTION RESIDUOS VEGETALES EN JARDINES,3000.0,3000.0,1980.0,1980.0,1980.0,1980.0,1980.0,1020.0,34.0,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,100.0
11543.0,2017.0,N,,163,22700,,SERVICIO LIMPIEZA VIARIA,721276.93,721276.93,721276.92,721276.92,721276.92,601064.1,601064.1,0.01,1.38643003596e-06,0.0,0.0,0.0,0.0,0.00999999977648,0.0,-2.32830643654e-10,120212.82,0.0,0.0,0.0,99.9999986136,99.9999986136,83.3333333333
11544.0,2017.0,N,,163,62900,,INVERSIONES EN LIMPIEZA VIARIA,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11236.0,2017.0,N,,165,20300,,INSTALACIONES ELECTRICAS ACTOS EVENTUALES,72479.0,72479.0,96104.25,96104.25,74354.5,74354.5,74354.5,-23625.25,-32.5959933222,0.0,0.0,0.0,0.0,-1875.5,0.0,21749.75,0.0,0.0,0.0,23008.15,132.595993322,102.587646077,100.0
11148.0,2017.0,N,,165,21300,,MTO. ALUMBRADO GENERAL,80000.0,57837.9,78464.56,78464.56,78464.56,57826.44,57826.44,-23771.08,-41.0994866688,-22162.1,0.0,-22162.1,3144.42,-20626.66,0.0,-1.45519152284e-11,20638.12,0.0,0.0,59905.67,135.662878493,135.662878493,73.6975266286
11441.0,2017.0,N,,165,21301,,REP. ALUMBRADO PUBLICO POR ROBO Y VANDALISMO,20000.0,0.0,20585.4,20585.4,0.0,0.0,0.0,-20585.4,0.0,-20000.0,0.0,-20000.0,0.0,0.0,0.0,20585.4,0.0,0.0,0.0,20585.4,0.0,0.0,0.0
11870.0,2017.0,N,,165,21388,,(R.E.) MAANTENIMIENTO ALUMBRADO,0.0,4072.78,4072.78,4072.78,4072.78,4072.78,4072.78,0.0,0.0,4072.78,0.0,4072.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11442.0,2017.0,N,,165,22100,,ENERGIA ELECTRICA ALUMBRADO PUBLICO,549000.0,549000.0,474352.61,474352.61,474352.61,432005.02,432005.02,74647.39,13.5969744991,0.0,0.0,0.0,0.0,74647.39,0.0,0.0,42347.59,0.0,0.0,0.0,86.4030255009,86.4030255009,91.0725504388
11149.0,2017.0,N,,165,22501,,TASAS ALUMBRADO PUBLICO,3500.0,3500.0,807.7,807.7,807.7,807.7,807.7,2692.3,76.9228571429,0.0,0.0,0.0,0.0,2692.3,0.0,0.0,0.0,0.0,0.0,747.75,23.0771428571,23.0771428571,100.0
11925.0,2017.0,N,,165,60900,,EFICIENCIA ENERGETICA Bº. LOS DOLORES -POS 2015,0.0,53169.2,34667.84,34667.84,34667.84,34667.84,34667.84,18501.36,34.7971381928,53169.2,53169.2,0.0,0.0,18501.36,0.0,0.0,0.0,0.0,0.0,0.0,65.2028618072,65.2028618072,100.0
11911.0,2017.0,N,,165,60901,,PARDOS 2016: MEJORA EFIC. ENERGETICA BO. S. PEDRO,0.0,344824.0,240274.09,240274.09,0.0,0.0,0.0,104549.91,30.3197892258,344824.0,94970.25,249853.75,0.0,344824.0,0.0,240274.09,0.0,0.0,0.0,240274.09,69.6802107742,0.0,0.0
11959.0,2017.0,N,,165,60902,,POS 2017-MEJORA EFIC. ENERG. RAMBLA D. DIEGO Y OTR,0.0,40480.0,58400.0,58400.0,0.0,0.0,0.0,-17920.0,-44.2687747036,40480.0,0.0,40480.0,0.0,40480.0,0.0,58400.0,0.0,0.0,0.0,58400.0,144.268774704,0.0,0.0
11947.0,2017.0,N,,165,60970,,INVERSIONES EN EFICIENCIA ENERGETICA,0.0,120000.0,23041.38,23041.38,23041.38,11278.29,11278.29,92660.65,77.2172083333,120000.0,120000.0,0.0,4297.97,96958.62,0.0,-3.63797880709e-12,11763.09,0.0,0.0,19194.35,19.20115,19.20115,48.9479796783
11904.0,2017.0,N,,165,62900,,INVERSIONES EN ALUMBRADO,0.0,22162.1,22162.1,22162.1,22162.08,12214.08,12214.08,0.0,0.0,22162.1,0.0,22162.1,0.0,0.0199999999968,0.0,0.0199999999968,9948.0,0.0,0.0,0.0,100.0,99.9999097558,55.1125165147
11545.0,2017.0,N,,170,12001,,RETRIB. BASICAS M.AMBIENTE Y P.JARDINES-A2,13035.6,13035.6,0.0,0.0,0.0,0.0,0.0,13035.6,100.0,0.0,0.0,0.0,0.0,13035.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11546.0,2017.0,N,,170,12003,,RETRIB. BASICAS M.AMBIENTE Y P.JARDINES-C1,30902.43,30902.43,30685.64,30685.64,30685.64,30685.64,30685.64,216.79,0.701530591607,0.0,0.0,0.0,0.0,216.79,0.0,0.0,-3.63797880709e-12,0.0,0.0,0.0,99.2984694084,99.2984694084,100.0
11547.0,2017.0,N,,170,12004,,RETRIB. BASICAS M.AMBIENTE Y P.JARDINES-C2,29020.47,29020.47,13753.54,13753.54,13753.54,13753.54,13753.54,15266.93,52.6074526016,0.0,0.0,0.0,0.0,15266.93,0.0,0.0,0.0,0.0,0.0,0.0,47.3925473984,47.3925473984,100.0
11548.0,2017.0,N,,170,12005,,RETRIB. BASICAS M.AMBIENTE Y P.JARDINES-E,28489.8,28489.8,39678.84,39678.84,39678.84,39678.84,39678.84,-11189.04,-39.2738453762,0.0,0.0,0.0,0.0,-11189.04,0.0,0.0,0.0,0.0,0.0,0.0,139.273845376,139.273845376,100.0
11549.0,2017.0,N,,170,12100,,COMPLEMENTO DESTINO M.AMBIENTE Y P.JARDINES,49877.85,49877.85,31201.46,31201.46,31201.46,31201.46,31201.46,18676.39,37.4442563182,0.0,0.0,0.0,0.0,18676.39,0.0,0.0,0.0,0.0,0.0,0.0,62.5557436818,62.5557436818,100.0
11550.0,2017.0,N,,170,12101,,COMPL. ESPECIFICO M.AMBIENTE Y P.JARDINES,75878.99,75878.99,46460.61,46460.61,46460.61,46460.61,46460.61,29418.38,38.7701259598,0.0,0.0,0.0,0.0,29418.38,0.0,0.0,1.45519152284e-11,0.0,0.0,0.0,61.2298740402,61.2298740402,100.0
11551.0,2017.0,N,,170,13000,,PERS. LABORAL FIJO M.AMBIENTE Y P.JARDINES,39268.6,39268.6,43189.06,43189.06,43189.06,43189.06,43189.06,-3920.46,-9.9837019909,0.0,0.0,0.0,0.0,-3920.46,0.0,0.0,0.0,0.0,0.0,0.0,109.983701991,109.983701991,100.0
11552.0,2017.0,N,,170,13100,,PERS. LABORAL TEMP. M.AMBIENTE Y P.JARDINES,2342.37,2342.37,6908.24,6908.24,6908.24,6908.24,6908.24,-4565.87,-194.925225306,0.0,0.0,0.0,0.0,-4565.87,0.0,0.0,0.0,0.0,0.0,0.0,294.925225306,294.925225306,100.0
11553.0,2017.0,N,,170,15000,,PRODUCT. FUNCIONARIOS M.AMBIENTE Y P.JARDINES,7396.27,7396.27,16285.12,16285.12,16285.12,16285.12,16285.12,-15153.15,-204.875565657,0.0,0.0,0.0,6264.3,-8888.85,0.0,0.0,0.0,0.0,0.0,6264.3,220.180171897,220.180171897,100.0
11554.0,2017.0,N,,170,15001,,PRODUCTIV. LABORALES M.AMBIENTE Y P.JARDINES,1472.57,1472.57,7101.47,7101.47,7101.47,7101.47,7101.47,-7243.4,-491.888331285,0.0,0.0,0.0,1614.5,-5628.9,0.0,0.0,-9.09494701773e-13,0.0,0.0,1614.5,482.250079792,482.250079792,100.0
11555.0,2017.0,N,,170,16000,,SEG. SOCIAL FUNCIONAR. M.AMBIENTE Y P.JARDINES,63365.18,63365.18,49794.57,49794.57,49794.57,49794.57,49794.57,13570.61,21.4165098245,0.0,0.0,0.0,0.0,13570.61,0.0,0.0,0.0,0.0,0.0,0.0,78.5834901755,78.5834901755,100.0
11556.0,2017.0,N,,170,16001,,SEG. SOCIAL. LABORAL M.AMBIENTE Y P.JARDINES,14509.13,14509.13,16277.11,16277.11,16277.11,16277.11,16277.11,-1767.98,-12.1852929845,0.0,0.0,0.0,0.0,-1767.98,0.0,0.0,0.0,-1.81898940355e-12,0.0,0.0,112.185292984,112.185292984,100.0
11913.0,2017.0,N,,1711,12001,,RETRIBUCIONES BASICAS FUNCIONARIOS A2 T.E.,0.0,18442.11,15765.89,15765.89,15765.89,15765.89,15765.89,2676.22,14.5114631677,18442.11,18442.11,0.0,0.0,2676.22,0.0,0.0,0.0,0.0,0.0,0.0,85.4885368323,85.4885368323,100.0
11914.0,2017.0,N,,1711,12100,,COMPLEMENTO DESTINO FUNCIONARIOS T.E.,0.0,8621.05,7732.83,7732.83,7732.83,7732.83,7732.83,888.22,10.3029213379,8621.05,8621.05,0.0,0.0,888.22,0.0,0.0,0.0,0.0,0.0,0.0,89.6970786621,89.6970786621,100.0
11915.0,2017.0,N,,1711,12101,,COMPLEMENTO ESPECIFICO FUNCIONARIOS T.E.,0.0,9955.38,6460.2,6460.2,6460.2,6460.2,6460.2,3495.18,35.1084539214,9955.38,9955.38,0.0,0.0,3495.18,0.0,0.0,0.0,0.0,0.0,0.0,64.8915460786,64.8915460786,100.0
11916.0,2017.0,N,,1711,13100,,RETRIBUCIONES ALUMNOS T.E.,0.0,121141.44,79485.59,79485.59,79485.59,79485.59,79485.59,41655.85,34.3861274887,121141.44,121141.44,0.0,0.0,41655.85,0.0,0.0,-1.45519152284e-11,0.0,0.0,0.0,65.6138725113,65.6138725113,100.0
11917.0,2017.0,N,,1711,15000,,PRODUCTIVIDAD FUNCIONARIOS T.E.,0.0,1030.87,682.48,682.48,682.48,682.48,682.48,348.39,33.7957259402,1030.87,1030.87,0.0,0.0,348.39,0.0,0.0,0.0,0.0,0.0,0.0,66.2042740598,66.2042740598,100.0
11918.0,2017.0,N,,1711,16000,,SEGURIDAD SOCIAL FUNCIONARIOS T.E.,0.0,11502.0,9136.78,9136.78,9136.78,9136.78,9136.78,2365.22,20.5635541645,11502.0,11502.0,0.0,0.0,2365.22,0.0,0.0,0.0,0.0,0.0,0.0,79.4364458355,79.4364458355,100.0
11919.0,2017.0,N,,1711,16001,,SEGURIDAD SOCIAL ALUMNOS T.E.,0.0,6041.88,3672.02,3672.02,3672.02,3672.02,3672.02,2369.86,39.2238839566,6041.88,6041.88,0.0,0.0,2369.86,0.0,0.0,0.0,0.0,0.0,0.0,60.7761160434,60.7761160434,100.0
11680.0,2017.0,N,,1711,21000,,MTO. GRAL. PARQUES,20000.0,20000.0,9036.42,9036.42,9036.42,6420.89,6140.28,10484.65,52.42325,0.0,0.0,0.0,478.93,10963.58,0.0,0.0,2615.53,280.61,0.0,7547.48,45.1821,45.1821,67.950360873
11681.0,2017.0,N,,1711,21001,,CTO. MTO. Y LIMPIEZA PARQUES,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,20000.0,100.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11682.0,2017.0,N,,1711,21002,,TRABAJOS JARDINERIAS ZONAS VERDES-PARQUES,24775.4,38369.0,18319.11,18319.11,12309.65,6238.39,6189.36,18572.02,48.4037113295,13593.6,13593.6,0.0,1477.87,26059.35,0.0,6009.46,6071.26,49.03,0.0,19353.02,47.7445594099,32.0822799656,50.2805522497
11683.0,2017.0,N,,1711,21300,,MTO. JUEGOS INFANTILES EN PARQUES,10000.0,10000.0,3940.26,3940.26,3940.26,3940.26,3940.26,6059.74,60.5974,0.0,0.0,0.0,0.0,6059.74,0.0,0.0,0.0,0.0,0.0,3940.26,39.4026,39.4026,100.0
11776.0,2017.0,N,,1711,22105,,ALIMENTOS PARA PAJARERA DEL PARQUE LA CUBANA,0.0,0.0,128.25,128.25,128.25,128.25,128.25,-128.25,0.0,0.0,0.0,0.0,0.0,-128.25,0.0,0.0,-2.84217094304e-14,0.0,0.0,0.0,0.0,0.0,100.0
